Date,Artist Name,Genre,Event Type,Source,Source Type,Location,Audience Engagement,Critical Acclaim,Chart Performance,Upcoming Events,Noteworthy Mentions,Link
7/29/2023 7:02:01 PM,Stream Sync,Rock,Viral Moment,TikTok,Critical Review,Miami,27780,3,Top 10,Europe Tour,Noteworthy mention 1693,https://example.com/news1693
7/30/2023 7:02:01 PM,Stream Sync,Rock,Viral Moment,Grammy,Industry News,Miami,22249,2,Viral,Award Show,Noteworthy mention 1694,https://example.com/news1694
7/31/2023 7:02:01 PM,Stream Sync,Pop,Chart Topping,TikTok,Industry News,Chicago,17927,3,Winner,Award Show,Noteworthy mention 1695,https://example.com/news1695
8/1/2023 7:02:01 PM,Stream Sync,Hip Hop,New Single,Billboard,Social Media,New York,8842,3,Winner,Europe Tour,Noteworthy mention 1696,https://example.com/news1696
8/2/2023 7:02:01 PM,Stream Sync,Pop,Album Release,TikTok,Fan Base,New York,15920,1,Top 10,,Noteworthy mention 1697,https://example.com/news1697
8/3/2023 7:02:01 PM,Stream Sync,Rock,Award Win,TikTok,Critical Review,Miami,4873,2,Winner,World Tour,Noteworthy mention 1698,https://example.com/news1698
8/4/2023 7:02:01 PM,Stream Sync,Pop,New Single,Pitchfork,Industry News,Global,10195,3,Winner,Europe Tour,Noteworthy mention 1699,https://example.com/news1699
8/5/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Pitchfork,Fan Base,Miami,45744,4,Winner,World Tour,Noteworthy mention 1700,https://example.com/news1700
8/6/2023 7:02:01 PM,Stream Sync,Rock,New Single,Spotify,Critical Review,Chicago,24743,4,Winner,Music Festival,Noteworthy mention 1701,https://example.com/news1701
8/7/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Spotify,Industry News,Chicago,38934,4,Highly Rated,Music Festival,Noteworthy mention 1702,https://example.com/news1702
8/8/2023 7:02:01 PM,Stream Sync,Hip Hop,New Single,Spotify,Critical Review,New York,14064,3,Winner,,Noteworthy mention 1703,https://example.com/news1703
8/9/2023 7:02:01 PM,Stream Sync,Indie,Album Release,Grammy,Critical Review,New York,38338,1,Top 10,,Noteworthy mention 1704,https://example.com/news1704
8/10/2023 7:02:01 PM,Stream Sync,Pop,Album Release,Spotify,Critical Review,Chicago,29436,4,Winner,Europe Tour,Noteworthy mention 1705,https://example.com/news1705
8/11/2023 7:02:01 PM,Stream Sync,Hip Hop,Award Win,Spotify,Social Media,New York,18883,2,Highly Rated,Europe Tour,Noteworthy mention 1706,https://example.com/news1706
8/12/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Pitchfork,Industry News,Los Angeles,18888,4,Viral,World Tour,Noteworthy mention 1707,https://example.com/news1707
8/13/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,TikTok,Social Media,Chicago,2959,1,Viral,Europe Tour,Noteworthy mention 1708,https://example.com/news1708
8/14/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,Spotify,Social Media,Chicago,29337,4,Viral,,Noteworthy mention 1709,https://example.com/news1709
8/15/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Spotify,Fan Base,New York,29612,4,Highly Rated,,Noteworthy mention 1710,https://example.com/news1710
8/16/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,TikTok,Critical Review,Los Angeles,15765,3,Top 10,,Noteworthy mention 1711,https://example.com/news1711
8/17/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Pitchfork,Industry News,Chicago,4501,1,Winner,World Tour,Noteworthy mention 1712,https://example.com/news1712
8/18/2023 7:02:01 PM,Stream Sync,Indie,Album Release,Pitchfork,Critical Review,Los Angeles,1104,2,Winner,Europe Tour,Noteworthy mention 1713,https://example.com/news1713
8/19/2023 7:02:01 PM,Stream Sync,Indie,New Single,TikTok,Critical Review,Chicago,20166,1,Winner,Europe Tour,Noteworthy mention 1714,https://example.com/news1714
8/20/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Pitchfork,Social Media,Los Angeles,16529,2,Highly Rated,World Tour,Noteworthy mention 1715,https://example.com/news1715
8/21/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,Pitchfork,Social Media,Miami,4636,3,Winner,World Tour,Noteworthy mention 1716,https://example.com/news1716
8/22/2023 7:02:01 PM,Stream Sync,Pop,Award Win,Billboard,Industry News,Chicago,31956,3,Top 10,Award Show,Noteworthy mention 1717,https://example.com/news1717
8/23/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Grammy,Fan Base,Los Angeles,4744,2,Viral,World Tour,Noteworthy mention 1718,https://example.com/news1718
8/24/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,TikTok,Fan Base,Miami,40286,4,Top 10,Europe Tour,Noteworthy mention 1719,https://example.com/news1719
8/25/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Grammy,Fan Base,New York,7293,1,Winner,Europe Tour,Noteworthy mention 1720,https://example.com/news1720
8/26/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,TikTok,Critical Review,Global,14194,2,Winner,,Noteworthy mention 1721,https://example.com/news1721
8/27/2023 7:02:01 PM,Stream Sync,Pop,Chart Topping,Billboard,Fan Base,Los Angeles,19398,4,Winner,,Noteworthy mention 1722,https://example.com/news1722
8/28/2023 7:02:01 PM,Stream Sync,Indie,Award Win,TikTok,Social Media,Miami,31940,2,Viral,Award Show,Noteworthy mention 1723,https://example.com/news1723
8/29/2023 7:02:01 PM,Stream Sync,Rock,Viral Moment,TikTok,Social Media,Chicago,8126,3,Winner,World Tour,Noteworthy mention 1724,https://example.com/news1724
8/30/2023 7:02:01 PM,Stream Sync,Pop,Album Release,TikTok,Social Media,Miami,18700,1,Winner,Music Festival,Noteworthy mention 1725,https://example.com/news1725
8/31/2023 7:02:01 PM,Stream Sync,Rock,Award Win,Billboard,Critical Review,Global,34811,2,Top 10,Award Show,Noteworthy mention 1726,https://example.com/news1726
9/1/2023 7:02:01 PM,Stream Sync,Indie,New Single,Pitchfork,Fan Base,Global,11415,2,Highly Rated,World Tour,Noteworthy mention 1727,https://example.com/news1727
9/2/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Spotify,Fan Base,Global,25150,1,Winner,Europe Tour,Noteworthy mention 1728,https://example.com/news1728
9/3/2023 7:02:01 PM,Stream Sync,Rock,Album Release,Grammy,Social Media,New York,2672,4,Viral,Award Show,Noteworthy mention 1729,https://example.com/news1729
9/4/2023 7:02:01 PM,Stream Sync,Rock,New Single,Grammy,Critical Review,Los Angeles,23573,3,Top 10,Award Show,Noteworthy mention 1730,https://example.com/news1730
9/5/2023 7:02:01 PM,Stream Sync,Pop,Viral Moment,Grammy,Social Media,Chicago,15033,3,Highly Rated,World Tour,Noteworthy mention 1731,https://example.com/news1731
9/6/2023 7:02:01 PM,Stream Sync,Indie,New Single,Spotify,Social Media,Los Angeles,33891,1,Highly Rated,Europe Tour,Noteworthy mention 1732,https://example.com/news1732
9/7/2023 7:02:01 PM,Stream Sync,Hip Hop,Album Release,Pitchfork,Industry News,Los Angeles,8389,4,Winner,World Tour,Noteworthy mention 1733,https://example.com/news1733
9/8/2023 7:02:01 PM,Stream Sync,Rock,New Single,Billboard,Critical Review,New York,38145,3,Highly Rated,Europe Tour,Noteworthy mention 1734,https://example.com/news1734
9/9/2023 7:02:01 PM,Stream Sync,Pop,Album Release,TikTok,Social Media,Chicago,41753,4,Viral,Europe Tour,Noteworthy mention 1735,https://example.com/news1735
9/10/2023 7:02:01 PM,Stream Sync,Electronic,New Single,TikTok,Industry News,New York,27451,3,Top 10,,Noteworthy mention 1736,https://example.com/news1736
9/11/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Pitchfork,Fan Base,Chicago,30271,1,Highly Rated,Music Festival,Noteworthy mention 1737,https://example.com/news1737
9/12/2023 7:02:01 PM,Stream Sync,Electronic,Viral Moment,Billboard,Fan Base,Miami,49505,1,Winner,,Noteworthy mention 1738,https://example.com/news1738
9/13/2023 7:02:01 PM,Stream Sync,Electronic,Viral Moment,TikTok,Fan Base,Chicago,30808,4,Winner,Award Show,Noteworthy mention 1739,https://example.com/news1739
9/14/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Billboard,Industry News,New York,43298,3,Top 10,Award Show,Noteworthy mention 1740,https://example.com/news1740
9/15/2023 7:02:01 PM,Stream Sync,Rock,Chart Topping,Pitchfork,Critical Review,Miami,35213,3,Viral,World Tour,Noteworthy mention 1741,https://example.com/news1741
9/16/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Pitchfork,Fan Base,Chicago,16805,4,Top 10,World Tour,Noteworthy mention 1742,https://example.com/news1742
9/17/2023 7:02:01 PM,Stream Sync,Pop,New Single,Pitchfork,Industry News,Global,13538,4,Top 10,World Tour,Noteworthy mention 1743,https://example.com/news1743
9/18/2023 7:02:01 PM,Stream Sync,Hip Hop,Award Win,TikTok,Social Media,New York,19384,4,Viral,,Noteworthy mention 1744,https://example.com/news1744
9/19/2023 7:02:01 PM,Stream Sync,Pop,Chart Topping,Billboard,Critical Review,Miami,28828,2,Viral,Europe Tour,Noteworthy mention 1745,https://example.com/news1745
9/20/2023 7:02:01 PM,Stream Sync,Rock,Chart Topping,Grammy,Critical Review,Global,44250,3,Winner,Music Festival,Noteworthy mention 1746,https://example.com/news1746
9/21/2023 7:02:01 PM,Stream Sync,Rock,Album Release,Grammy,Industry News,Miami,39768,4,Top 10,Award Show,Noteworthy mention 1747,https://example.com/news1747
9/22/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,TikTok,Critical Review,Chicago,16907,4,Winner,Award Show,Noteworthy mention 1748,https://example.com/news1748
9/23/2023 7:02:01 PM,Stream Sync,Electronic,Viral Moment,Spotify,Fan Base,Chicago,11805,4,Viral,World Tour,Noteworthy mention 1749,https://example.com/news1749
9/24/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,Spotify,Critical Review,Miami,27584,2,Top 10,,Noteworthy mention 1750,https://example.com/news1750
9/25/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Pitchfork,Fan Base,Miami,11702,4,Top 10,World Tour,Noteworthy mention 1751,https://example.com/news1751
9/26/2023 7:02:01 PM,Stream Sync,Rock,New Single,Billboard,Fan Base,Chicago,21531,1,Top 10,,Noteworthy mention 1752,https://example.com/news1752
9/27/2023 7:02:01 PM,Stream Sync,Indie,New Single,Grammy,Industry News,Los Angeles,26876,2,Viral,Europe Tour,Noteworthy mention 1753,https://example.com/news1753
9/28/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Pitchfork,Fan Base,Miami,49679,4,Viral,World Tour,Noteworthy mention 1754,https://example.com/news1754
9/29/2023 7:02:01 PM,Stream Sync,Indie,Viral Moment,TikTok,Social Media,Los Angeles,8567,3,Highly Rated,Europe Tour,Noteworthy mention 1755,https://example.com/news1755
9/30/2023 7:02:01 PM,Stream Sync,Electronic,New Single,Spotify,Fan Base,Chicago,1239,4,Top 10,Award Show,Noteworthy mention 1756,https://example.com/news1756
10/1/2023 7:02:01 PM,Stream Sync,Rock,Award Win,TikTok,Fan Base,Global,19553,2,Highly Rated,Award Show,Noteworthy mention 1757,https://example.com/news1757
10/2/2023 7:02:01 PM,Stream Sync,Rock,New Single,Billboard,Industry News,Global,19043,4,Top 10,Award Show,Noteworthy mention 1758,https://example.com/news1758
10/3/2023 7:02:01 PM,Stream Sync,Rock,Album Release,Billboard,Critical Review,New York,25964,4,Viral,Europe Tour,Noteworthy mention 1759,https://example.com/news1759
10/4/2023 7:02:01 PM,Stream Sync,Hip Hop,Album Release,Billboard,Fan Base,New York,23158,3,Viral,World Tour,Noteworthy mention 1760,https://example.com/news1760
10/5/2023 7:02:01 PM,Stream Sync,Pop,Chart Topping,Spotify,Critical Review,Chicago,5391,3,Highly Rated,,Noteworthy mention 1761,https://example.com/news1761
10/6/2023 7:02:01 PM,Stream Sync,Rock,Chart Topping,Spotify,Industry News,Miami,29233,3,Highly Rated,,Noteworthy mention 1762,https://example.com/news1762
10/7/2023 7:02:01 PM,Stream Sync,Electronic,Viral Moment,Pitchfork,Social Media,Global,39986,4,Highly Rated,World Tour,Noteworthy mention 1763,https://example.com/news1763
10/8/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,TikTok,Fan Base,Miami,17865,1,Viral,Music Festival,Noteworthy mention 1764,https://example.com/news1764
10/9/2023 7:02:01 PM,Stream Sync,Pop,Viral Moment,Grammy,Critical Review,Los Angeles,31507,2,Top 10,,Noteworthy mention 1765,https://example.com/news1765
10/10/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Grammy,Social Media,Chicago,7968,2,Winner,,Noteworthy mention 1766,https://example.com/news1766
10/11/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,Grammy,Industry News,New York,2393,2,Highly Rated,World Tour,Noteworthy mention 1767,https://example.com/news1767
10/12/2023 7:02:01 PM,Stream Sync,Pop,Award Win,Spotify,Social Media,Chicago,47023,2,Highly Rated,World Tour,Noteworthy mention 1768,https://example.com/news1768
10/13/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Pitchfork,Industry News,New York,46095,3,Winner,World Tour,Noteworthy mention 1769,https://example.com/news1769
10/14/2023 7:02:01 PM,Stream Sync,Pop,New Single,Billboard,Social Media,Chicago,45397,2,Top 10,Music Festival,Noteworthy mention 1770,https://example.com/news1770
10/15/2023 7:02:01 PM,Stream Sync,Electronic,Chart Topping,Billboard,Fan Base,Chicago,36774,2,Winner,Europe Tour,Noteworthy mention 1771,https://example.com/news1771
10/16/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,Pitchfork,Fan Base,New York,37119,1,Top 10,Award Show,Noteworthy mention 1772,https://example.com/news1772
10/17/2023 7:02:01 PM,Stream Sync,Hip Hop,Album Release,Spotify,Fan Base,Los Angeles,31868,4,Highly Rated,Europe Tour,Noteworthy mention 1773,https://example.com/news1773
10/18/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,Grammy,Industry News,Chicago,2011,4,Winner,Europe Tour,Noteworthy mention 1774,https://example.com/news1774
10/19/2023 7:02:01 PM,Stream Sync,Electronic,New Single,TikTok,Social Media,Global,3753,4,Highly Rated,World Tour,Noteworthy mention 1775,https://example.com/news1775
10/20/2023 7:02:01 PM,Stream Sync,Indie,New Single,Spotify,Industry News,Chicago,25824,1,Top 10,World Tour,Noteworthy mention 1776,https://example.com/news1776
10/21/2023 7:02:01 PM,Stream Sync,Rock,Viral Moment,Grammy,Fan Base,Miami,2938,2,Viral,World Tour,Noteworthy mention 1777,https://example.com/news1777
10/22/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,Billboard,Social Media,Global,13429,1,Highly Rated,Award Show,Noteworthy mention 1778,https://example.com/news1778
10/23/2023 7:02:01 PM,Stream Sync,Electronic,New Single,Pitchfork,Industry News,Miami,28595,1,Winner,Europe Tour,Noteworthy mention 1779,https://example.com/news1779
10/24/2023 7:02:01 PM,Stream Sync,Rock,Award Win,Pitchfork,Social Media,New York,48716,1,Winner,Award Show,Noteworthy mention 1780,https://example.com/news1780
10/25/2023 7:02:01 PM,Stream Sync,Electronic,Viral Moment,Grammy,Fan Base,New York,47355,3,Highly Rated,,Noteworthy mention 1781,https://example.com/news1781
10/26/2023 7:02:01 PM,Stream Sync,Rock,Viral Moment,Spotify,Critical Review,New York,43387,1,Viral,Europe Tour,Noteworthy mention 1782,https://example.com/news1782
10/27/2023 7:02:01 PM,Stream Sync,Rock,Chart Topping,Grammy,Social Media,Miami,37468,1,Highly Rated,Award Show,Noteworthy mention 1783,https://example.com/news1783
10/28/2023 7:02:01 PM,Stream Sync,Hip Hop,Chart Topping,Spotify,Fan Base,New York,38662,2,Winner,Award Show,Noteworthy mention 1784,https://example.com/news1784
10/29/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Billboard,Critical Review,Global,23556,2,Top 10,Music Festival,Noteworthy mention 1785,https://example.com/news1785
10/30/2023 7:02:01 PM,Stream Sync,Pop,Album Release,Pitchfork,Fan Base,New York,17842,3,Top 10,Award Show,Noteworthy mention 1786,https://example.com/news1786
10/31/2023 7:02:01 PM,Stream Sync,Electronic,Chart Topping,Spotify,Social Media,Chicago,6939,1,Viral,Award Show,Noteworthy mention 1787,https://example.com/news1787
11/1/2023 7:02:01 PM,Stream Sync,Rock,Album Release,Billboard,Industry News,Miami,47666,2,Winner,Music Festival,Noteworthy mention 1788,https://example.com/news1788
11/2/2023 7:02:01 PM,Stream Sync,Indie,New Single,TikTok,Social Media,Miami,29113,4,Top 10,Award Show,Noteworthy mention 1789,https://example.com/news1789
11/3/2023 7:02:01 PM,Stream Sync,Rock,Award Win,Grammy,Social Media,Miami,29410,4,Viral,Europe Tour,Noteworthy mention 1790,https://example.com/news1790
11/4/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Spotify,Industry News,Miami,45873,4,Highly Rated,World Tour,Noteworthy mention 1791,https://example.com/news1791
11/5/2023 7:02:01 PM,Stream Sync,Pop,Viral Moment,Grammy,Fan Base,Los Angeles,1111,3,Winner,Europe Tour,Noteworthy mention 1792,https://example.com/news1792
11/6/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Grammy,Industry News,New York,46585,2,Top 10,World Tour,Noteworthy mention 1793,https://example.com/news1793
11/7/2023 7:02:01 PM,Stream Sync,Pop,Viral Moment,Pitchfork,Critical Review,Chicago,10608,2,Highly Rated,Music Festival,Noteworthy mention 1794,https://example.com/news1794
11/8/2023 7:02:01 PM,Stream Sync,Hip Hop,Award Win,Grammy,Fan Base,Chicago,25957,1,Winner,Award Show,Noteworthy mention 1795,https://example.com/news1795
11/9/2023 7:02:01 PM,Stream Sync,Rock,Viral Moment,TikTok,Fan Base,Miami,17956,4,Winner,Music Festival,Noteworthy mention 1796,https://example.com/news1796
11/10/2023 7:02:01 PM,Stream Sync,Indie,Album Release,Pitchfork,Social Media,Chicago,29217,4,Highly Rated,Music Festival,Noteworthy mention 1797,https://example.com/news1797
11/11/2023 7:02:01 PM,Stream Sync,Hip Hop,Viral Moment,Grammy,Critical Review,New York,49069,2,Top 10,Music Festival,Noteworthy mention 1798,https://example.com/news1798
11/12/2023 7:02:01 PM,Stream Sync,Rock,New Single,TikTok,Critical Review,Global,12083,1,Highly Rated,Europe Tour,Noteworthy mention 1799,https://example.com/news1799
11/13/2023 7:02:01 PM,Stream Sync,Electronic,Viral Moment,Spotify,Social Media,Chicago,6888,1,Winner,Music Festival,Noteworthy mention 1800,https://example.com/news1800
11/14/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,Billboard,Industry News,Los Angeles,20017,4,Highly Rated,Award Show,Noteworthy mention 1801,https://example.com/news1801
11/15/2023 7:02:01 PM,Stream Sync,Indie,Award Win,TikTok,Social Media,Miami,7444,2,Top 10,,Noteworthy mention 1802,https://example.com/news1802
11/16/2023 7:02:01 PM,Stream Sync,Indie,Award Win,Spotify,Social Media,Global,18320,3,Top 10,Music Festival,Noteworthy mention 1803,https://example.com/news1803
11/17/2023 7:02:01 PM,Stream Sync,Electronic,Award Win,Spotify,Fan Base,Global,39599,2,Top 10,World Tour,Noteworthy mention 1804,https://example.com/news1804
11/18/2023 7:02:01 PM,Stream Sync,Electronic,Album Release,Spotify,Social Media,Miami,16640,3,Highly Rated,Award Show,Noteworthy mention 1805,https://example.com/news1805
11/19/2023 7:02:01 PM,Stream Sync,Hip Hop,Award Win,Billboard,Critical Review,Miami,19892,4,Viral,Award Show,Noteworthy mention 1806,https://example.com/news1806
11/20/2023 7:02:01 PM,Stream Sync,Indie,Chart Topping,Grammy,Fan Base,Chicago,5511,2,Highly Rated,,Noteworthy mention 1807,https://example.com/news1807
